zip_code,covid_outcome,count,etl_timestamp
19138,DIED,31,2020-07-15 17:20:01
19125,DIED,13,2020-07-15 17:20:01
19144,DIED,93,2020-07-15 17:20:01
19152,DIED,65,2020-07-15 17:20:01
19153,DIED,8,2020-07-15 17:20:01
19133,DIED,20,2020-07-15 17:20:01
19126,DIED,92,2020-07-15 17:20:01
19119,DIED,69,2020-07-15 17:20:01
19120,DIED,29,2020-07-15 17:20:01
19128,DIED,17,2020-07-15 17:20:01
19104,DIED,70,2020-07-15 17:20:01
19149,DIED,30,2020-07-15 17:20:01
19143,DIED,49,2020-07-15 17:20:01
19146,DIED,29,2020-07-15 17:20:01
19135,DIED,13,2020-07-15 17:20:01
19151,DIED,26,2020-07-15 17:20:01
19154,DIED,25,2020-07-15 17:20:01
19132,DIED,34,2020-07-15 17:20:01
19111,DIED,66,2020-07-15 17:20:01
19114,DIED,30,2020-07-15 17:20:01
19147,DIED,12,2020-07-15 17:20:01
19139,DIED,61,2020-07-15 17:20:01
19124,DIED,33,2020-07-15 17:20:01
19142,DIED,26,2020-07-15 17:20:01
19118,DIED,22,2020-07-15 17:20:01
19122,DIED,17,2020-07-15 17:20:01
19123,DIED,30,2020-07-15 17:20:01
19130,DIED,16,2020-07-15 17:20:01
19116,DIED,72,2020-07-15 17:20:01
19140,DIED,55,2020-07-15 17:20:01
19134,DIED,27,2020-07-15 17:20:01
19145,DIED,24,2020-07-15 17:20:01
19121,DIED,24,2020-07-15 17:20:01
19107,DIED,9,2020-07-15 17:20:01
19150,DIED,23,2020-07-15 17:20:01
19131,DIED,93,2020-07-15 17:20:01
19148,DIED,48,2020-07-15 17:20:01
19115,DIED,105,2020-07-15 17:20:01
19136,DIED,64,2020-07-15 17:20:01
19103,DIED,24,2020-07-15 17:20:01
19141,DIED,38,2020-07-15 17:20:01
