zip_code,covid_outcome,count,etl_timestamp
19138,DIED,30,2020-07-02 17:33:32
19125,DIED,12,2020-07-02 17:33:32
19144,DIED,91,2020-07-02 17:33:32
19152,DIED,64,2020-07-02 17:33:32
19153,DIED,8,2020-07-02 17:33:32
19133,DIED,19,2020-07-02 17:33:32
19126,DIED,91,2020-07-02 17:33:32
19119,DIED,69,2020-07-02 17:33:32
19120,DIED,28,2020-07-02 17:33:32
19128,DIED,15,2020-07-02 17:33:32
19104,DIED,69,2020-07-02 17:33:32
19149,DIED,29,2020-07-02 17:33:32
19143,DIED,50,2020-07-02 17:33:32
19146,DIED,29,2020-07-02 17:33:32
19135,DIED,12,2020-07-02 17:33:32
19151,DIED,26,2020-07-02 17:33:32
19154,DIED,25,2020-07-02 17:33:32
19132,DIED,33,2020-07-02 17:33:32
19111,DIED,65,2020-07-02 17:33:32
19114,DIED,29,2020-07-02 17:33:32
19147,DIED,12,2020-07-02 17:33:32
19139,DIED,60,2020-07-02 17:33:32
19124,DIED,32,2020-07-02 17:33:32
19142,DIED,23,2020-07-02 17:33:32
19118,DIED,22,2020-07-02 17:33:32
19122,DIED,17,2020-07-02 17:33:32
19123,DIED,29,2020-07-02 17:33:32
19130,DIED,15,2020-07-02 17:33:32
19116,DIED,65,2020-07-02 17:33:32
19140,DIED,54,2020-07-02 17:33:32
19134,DIED,27,2020-07-02 17:33:32
19145,DIED,24,2020-07-02 17:33:32
19121,DIED,24,2020-07-02 17:33:32
19107,DIED,9,2020-07-02 17:33:32
19150,DIED,22,2020-07-02 17:33:32
19131,DIED,92,2020-07-02 17:33:32
19148,DIED,48,2020-07-02 17:33:32
19115,DIED,105,2020-07-02 17:33:32
19136,DIED,64,2020-07-02 17:33:32
19103,DIED,24,2020-07-02 17:33:32
19141,DIED,38,2020-07-02 17:33:32
